AIRLINE,AIRLINE_P,DEST_AIRPORT,DEST_AIRPORT_P,Delays,YEAR,MONTH,Flight_Status
EV,5,MEM,69,98.0,2017,4,Delayed
EV,5,GPT,40,68.0,2017,4,Delayed
EV,5,SAT,98,92.0,2017,4,Delayed
EV,5,GPT,40,53.0,2017,4,Delayed
NK,8,TPA,112,93.0,2017,4,Delayed
NK,8,ATL,6,67.0,2017,4,Delayed
AA,1,CLT,22,84.0,2017,4,Delayed
NK,8,SAN,97,295.0,2017,4,Delayed
UA,11,SEA,101,52.0,2017,4,Delayed
UA,11,DEN,30,358.0,2017,4,Delayed
UA,11,SFO,102,90.0,2017,4,Delayed
UA,11,LAX,58,94.0,2017,4,Delayed
UA,11,LAX,58,130.0,2017,4,Delayed
UA,11,BOS,12,92.0,2017,4,Delayed
UA,11,TPA,112,65.0,2017,4,Delayed
UA,11,SFO,102,70.0,2017,4,Delayed
UA,11,SFO,102,94.0,2017,4,Delayed
EV,5,LRD,65,56.0,2017,4,Delayed
EV,5,BRO,13,110.0,2017,4,Delayed
EV,5,MSP,75,98.0,2017,4,Delayed
UA,11,LAS,57,254.0,2017,4,Delayed
UA,11,MSP,75,80.0,2017,4,Delayed
UA,11,SFO,102,163.0,2017,4,Delayed
EV,5,TUL,113,49.0,2017,4,Delayed
EV,5,JAX,55,42.0,2017,4,Delayed
EV,5,BHM,9,73.0,2017,4,Delayed
UA,11,MEM,69,95.0,2017,4,Delayed
UA,11,EWR,38,147.0,2017,4,Delayed
UA,11,FLL,39,88.0,2017,4,Normal
UA,11,FLL,39,44.0,2017,4,Normal
UA,11,LAX,58,131.0,2017,4,Delayed
UA,11,DEN,30,52.0,2017,4,Normal
UA,11,LAS,57,43.0,2017,4,Normal
UA,11,DCA,29,519.0,2017,4,Delayed
UA,11,HNL,46,58.0,2017,4,Delayed
UA,11,SAN,97,45.0,2017,4,Normal
UA,11,MCO,68,85.0,2017,4,Delayed
UA,11,MSY,76,102.0,2017,4,Delayed
UA,11,MSP,75,202.0,2017,4,Delayed
UA,11,SAT,98,72.0,2017,4,Normal
UA,11,MSY,76,55.0,2017,4,Normal
UA,11,SFO,102,91.0,2017,4,Delayed
UA,11,SFO,102,254.0,2017,4,Delayed
UA,11,MFE,70,65.0,2017,4,Delayed
UA,11,MIA,71,60.0,2017,4,Normal
UA,11,ORD,83,171.0,2017,4,Delayed
UA,11,SLC,107,114.0,2017,4,Delayed
UA,11,DEN,30,24.0,2017,4,Normal
UA,11,IAD,50,164.0,2017,4,Delayed
UA,11,LGA,63,274.0,2017,4,Delayed
UA,11,TUS,114,33.0,2017,4,Normal
UA,11,DEN,30,548.0,2017,4,Delayed
UA,11,LAX,58,199.0,2017,4,Delayed
UA,11,SFO,102,68.0,2017,4,Delayed
UA,11,SAN,97,116.0,2017,4,Delayed
UA,11,MIA,71,140.0,2017,4,Delayed
UA,11,PHL,87,110.0,2017,4,Delayed
UA,11,MIA,71,95.0,2017,4,Delayed
UA,11,AUS,7,47.0,2017,4,Normal
UA,11,DCA,29,220.0,2017,4,Delayed
UA,11,PHL,87,37.0,2017,4,Normal
UA,11,LAX,58,166.0,2017,4,Delayed
UA,11,DEN,30,52.0,2017,4,Normal
UA,11,SNA,109,44.0,2017,4,Normal
UA,11,MSY,76,222.0,2017,4,Delayed
UA,11,LAX,58,116.0,2017,4,Delayed
UA,11,AUS,7,115.0,2017,4,Delayed
UA,11,LAX,58,132.0,2017,4,Delayed
UA,11,DFW,31,397.0,2017,4,Delayed
UA,11,FLL,39,181.0,2017,4,Delayed
UA,11,SAT,98,62.0,2017,4,Delayed
UA,11,EGE,36,46.0,2017,4,Normal
UA,11,LGA,63,25.0,2017,4,Normal
UA,11,ORD,83,227.0,2017,4,Delayed
UA,11,ATL,6,203.0,2017,4,Delayed
UA,11,LGA,63,75.0,2017,4,Normal
UA,11,SFO,102,447.0,2017,4,Delayed
UA,11,SFO,102,469.0,2017,4,Delayed
UA,11,LGA,63,77.0,2017,4,Delayed
UA,11,BWI,15,325.0,2017,4,Delayed
UA,11,EWR,38,63.0,2017,4,Delayed
UA,11,BOS,12,105.0,2017,4,Delayed
UA,11,MCI,67,287.0,2017,4,Delayed
UA,11,RSW,96,49.0,2017,4,Normal
UA,11,RSW,96,59.0,2017,4,Normal
UA,11,MCO,68,404.0,2017,4,Delayed
UA,11,TPA,112,66.0,2017,4,Delayed
UA,11,MCO,68,60.0,2017,4,Normal
UA,11,MCO,68,68.0,2017,4,Normal
UA,11,LAX,58,69.0,2017,4,Delayed
UA,11,PDX,86,110.0,2017,4,Delayed
UA,11,TPA,112,246.0,2017,4,Delayed
UA,11,LAX,58,67.0,2017,4,Delayed
UA,11,SEA,101,68.0,2017,4,Delayed
UA,11,PHX,88,80.0,2017,4,Delayed
UA,11,LGA,63,50.0,2017,4,Delayed
UA,11,SFO,102,179.0,2017,4,Delayed
UA,11,LAX,58,94.0,2017,4,Normal
UA,11,LAX,58,153.0,2017,4,Delayed
UA,11,TPA,112,19.0,2017,4,Normal
UA,11,SAT,98,40.0,2017,4,Normal
UA,11,SFO,102,21.0,2017,4,Normal
UA,11,PHX,88,89.0,2017,4,Normal
UA,11,EWR,38,279.0,2017,4,Delayed
UA,11,SAN,97,68.0,2017,4,Delayed
UA,11,SAN,97,58.0,2017,4,Normal
UA,11,AGS,2,249.0,2017,4,Delayed
UA,11,PHX,88,21.0,2017,4,Normal
UA,11,LAX,58,41.0,2017,4,Delayed
UA,11,MEM,69,129.0,2017,4,Delayed
UA,11,SNA,109,133.0,2017,4,Delayed
UA,11,EWR,38,94.0,2017,4,Delayed
UA,11,SJC,105,27.0,2017,4,Normal
UA,11,LGA,63,221.0,2017,4,Delayed
UA,11,SFO,102,67.0,2017,4,Delayed
UA,11,MCO,68,263.0,2017,4,Delayed
UA,11,MCO,68,56.0,2017,4,Delayed
UA,11,PHL,87,123.0,2017,4,Normal
UA,11,SAT,98,43.0,2017,4,Normal
UA,11,BOS,12,642.0,2017,4,Delayed
AA,1,DFW,31,212.0,2017,4,Delayed
EV,5,STL,110,37.0,2017,4,Normal
EV,5,CLE,20,69.0,2017,4,Delayed
EV,5,BTR,14,85.0,2017,4,Normal
EV,5,MOB,74,438.0,2017,4,Delayed
EV,5,CRW,26,307.0,2017,4,Delayed
EV,5,ICT,51,99.0,2017,4,Delayed
EV,5,STL,110,29.0,2017,4,Normal
EV,5,SDF,100,19.0,2017,4,Normal
EV,5,CRP,25,123.0,2017,4,Delayed
EV,5,AMA,3,170.0,2017,4,Delayed
EV,5,BNA,10,95.0,2017,4,Normal
EV,5,LCH,60,233.0,2017,4,Delayed
EV,5,RIC,94,55.0,2017,4,Normal
EV,5,SHV,104,93.0,2017,4,Delayed
EV,5,CAE,17,120.0,2017,4,Normal
EV,5,MAF,66,257.0,2017,4,Delayed
EV,5,XNA,117,121.0,2017,4,Delayed
EV,5,ELP,37,71.0,2017,4,Normal
EV,5,TYS,115,108.0,2017,4,Normal
EV,5,BRO,13,53.0,2017,4,Delayed
EV,5,BHM,9,412.0,2017,4,Delayed
EV,5,MFE,70,80.0,2017,4,Delayed
EV,5,SHV,104,139.0,2017,4,Delayed
EV,5,HRL,48,106.0,2017,4,Delayed
EV,5,SAV,99,249.0,2017,4,Delayed
EV,5,MAF,66,149.0,2017,4,Delayed
EV,5,MOB,74,379.0,2017,4,Delayed
EV,5,SHV,104,379.0,2017,4,Delayed
EV,5,ECP,35,284.0,2017,4,Delayed
EV,5,ABQ,0,17.0,2017,4,Normal
EV,5,BTR,14,142.0,2017,4,Delayed
EV,5,AMA,3,25.0,2017,4,Normal
NK,8,LAS,57,72.0,2017,4,Normal
NK,8,LAX,58,45.0,2017,4,Delayed
NK,8,TPA,112,63.0,2017,4,Normal
NK,8,ATL,6,96.0,2017,4,Delayed
AA,1,MIA,71,557.0,2017,4,Delayed
AA,1,CLT,22,266.0,2017,4,Delayed
F9,6,DEN,30,962.0,2017,4,Delayed
OO,10,ORD,83,181.0,2017,4,Delayed
OO,10,ORD,83,164.0,2017,4,Delayed
OO,10,ORD,83,30.0,2017,4,Normal
OO,10,DTW,34,290.0,2017,4,Delayed
OO,10,SLC,107,83.0,2017,4,Normal
OO,10,DTW,34,207.0,2017,4,Delayed
OO,10,DTW,34,184.0,2017,4,Delayed
OO,10,BHM,9,19.0,2017,4,Normal
OO,10,MCI,67,74.0,2017,4,Delayed
OO,10,DFW,31,131.0,2017,4,Delayed
OO,10,SLC,107,109.0,2017,4,Delayed
OO,10,STL,110,65.0,2017,4,Delayed
OO,10,SAT,98,248.0,2017,4,Delayed
OO,10,DTW,34,42.0,2017,4,Delayed
OO,10,CVG,27,221.0,2017,4,Delayed
OO,10,ASE,5,69.0,2017,4,Delayed
OO,10,BNA,10,21.0,2017,4,Normal
DL,4,ATL,6,89.0,2017,4,Normal
DL,4,ATL,6,45.0,2017,4,Normal
DL,4,ATL,6,124.0,2017,4,Delayed
NK,8,SAN,97,36.0,2017,4,Normal
NK,8,MSY,76,145.0,2017,4,Delayed
NK,8,FLL,39,96.0,2017,4,Normal
NK,8,DEN,30,39.0,2017,4,Normal
AS,2,SEA,101,54.0,2017,4,Delayed
AA,1,DFW,31,19.0,2017,4,Normal
AA,1,DFW,31,115.0,2017,4,Normal
AA,1,DFW,31,236.0,2017,4,Delayed
EV,5,ICT,51,115.0,2017,4,Normal
EV,5,LBB,59,48.0,2017,4,Normal
EV,5,LIT,64,268.0,2017,4,Delayed
EV,5,LIT,64,202.0,2017,4,Delayed
EV,5,COS,24,120.0,2017,4,Delayed
EV,5,BRO,13,152.0,2017,4,Delayed
EV,5,VPS,116,78.0,2017,4,Normal
EV,5,MSY,76,60.0,2017,4,Delayed
EV,5,BHM,9,116.0,2017,4,Delayed
EV,5,MAF,66,133.0,2017,4,Delayed
EV,5,HSV,49,268.0,2017,4,Delayed
EV,5,MKE,72,348.0,2017,4,Delayed
EV,5,GPT,40,103.0,2017,4,Normal
EV,5,CRP,25,195.0,2017,4,Delayed
EV,5,PNS,90,210.0,2017,4,Delayed
EV,5,OMA,81,79.0,2017,4,Delayed
EV,5,VPS,116,107.0,2017,4,Delayed
EV,5,SDF,100,51.0,2017,4,Delayed
EV,5,LRD,65,130.0,2017,4,Delayed
EV,5,BNA,10,59.0,2017,4,Normal
EV,5,XNA,117,74.0,2017,4,Delayed
EV,5,TUL,113,98.0,2017,4,Delayed
EV,5,BRO,13,63.0,2017,4,Delayed
EV,5,IND,52,75.0,2017,4,Normal
EV,5,OKC,80,82.0,2017,4,Delayed
EV,5,PBI,85,389.0,2017,4,Delayed
EV,5,XNA,117,247.0,2017,4,Delayed
EV,5,CLL,21,259.0,2017,4,Delayed
EV,5,LBB,59,376.0,2017,4,Delayed
EV,5,CRP,25,92.0,2017,4,Normal
AA,1,MIA,71,28.0,2017,4,Normal
AA,1,CLT,22,114.0,2017,4,Delayed
AA,1,PHX,88,91.0,2017,4,Delayed
AA,1,PHX,88,176.0,2017,4,Delayed
AA,1,CLT,22,87.0,2017,4,Normal
EV,5,ELP,37,141.0,2017,4,Delayed
EV,5,PNS,90,158.0,2017,4,Delayed
EV,5,GRK,41,482.0,2017,4,Delayed
EV,5,MEM,69,332.0,2017,4,Delayed
EV,5,GPT,40,142.0,2017,4,Delayed
EV,5,DSM,33,175.0,2017,4,Delayed
EV,5,CHS,19,154.0,2017,4,Delayed
EV,5,AMA,3,143.0,2017,4,Delayed
EV,5,XNA,117,74.0,2017,4,Delayed
EV,5,CLE,20,113.0,2017,4,Normal
EV,5,HSV,49,327.0,2017,4,Delayed
EV,5,CLE,20,91.0,2017,4,Normal
EV,5,GRR,42,201.0,2017,4,Delayed
EV,5,HDN,45,19.0,2017,4,Normal
EV,5,COS,24,78.0,2017,4,Delayed
EV,5,MLU,73,117.0,2017,4,Delayed
EV,5,OMA,81,194.0,2017,4,Delayed
EV,5,PNS,90,44.0,2017,4,Delayed
EV,5,ELP,37,50.0,2017,4,Delayed
EV,5,CHS,19,37.0,2017,4,Delayed
EV,5,ELP,37,124.0,2017,4,Delayed
EV,5,GSP,43,278.0,2017,4,Delayed
EV,5,HSV,49,17.0,2017,4,Normal
EV,5,MFE,70,31.0,2017,4,Normal
AA,1,PHX,88,36.0,2017,4,Normal
AA,1,PHX,88,69.0,2017,4,Delayed
AA,1,CLT,22,61.0,2017,4,Delayed
EV,5,PNS,90,57.0,2017,4,Delayed
EV,5,MEM,69,89.0,2017,4,Delayed
EV,5,MOB,74,192.0,2017,4,Delayed
EV,5,BTR,14,64.0,2017,4,Delayed
EV,5,ELP,37,131.0,2017,4,Delayed
EV,5,TUL,113,239.0,2017,4,Delayed
EV,5,LBB,59,150.0,2017,4,Delayed
EV,5,GSP,43,218.0,2017,4,Delayed
DL,4,ATL,6,487.0,2017,4,Delayed
DL,4,ATL,6,321.0,2017,4,Delayed
DL,4,ATL,6,239.0,2017,4,Delayed
DL,4,ATL,6,679.0,2017,4,Delayed
DL,4,SLC,107,51.0,2017,4,Delayed
DL,4,ATL,6,378.0,2017,4,Delayed
DL,4,ATL,6,35.0,2017,4,Normal
NK,8,LAX,58,101.0,2017,4,Delayed
NK,8,TPA,112,257.0,2017,4,Delayed
NK,8,ATL,6,214.0,2017,4,Delayed
AA,1,CLT,22,17.0,2017,4,Normal
AA,1,CLT,22,43.0,2017,4,Delayed
F9,6,LAS,57,37.0,2017,4,Normal
OO,10,ORD,83,46.0,2017,4,Normal
OO,10,ORD,83,20.0,2017,4,Normal
NK,8,FLL,39,199.0,2017,4,Delayed
AS,2,SEA,101,144.0,2017,4,Delayed
AA,1,DFW,31,206.0,2017,4,Delayed
EV,5,LRD,65,38.0,2017,4,Delayed
EV,5,BNA,10,20.0,2017,4,Normal
EV,5,MKE,72,174.0,2017,4,Delayed
EV,5,SDF,100,327.0,2017,4,Delayed
EV,5,AEX,1,94.0,2017,4,Delayed
EV,5,BRO,13,58.0,2017,4,Delayed
EV,5,IND,52,127.0,2017,4,Delayed
EV,5,AEX,1,47.0,2017,4,Delayed
EV,5,XNA,117,135.0,2017,4,Delayed
UA,11,MEM,69,163.0,2017,4,Delayed
UA,11,EWR,38,72.0,2017,4,Delayed
UA,11,FLL,39,120.0,2017,4,Delayed
UA,11,SAN,97,123.0,2017,4,Delayed
UA,11,EWR,38,106.0,2017,4,Delayed
UA,11,MSY,76,63.0,2017,4,Delayed
UA,11,MSY,76,76.0,2017,4,Delayed
UA,11,EWR,38,279.0,2017,4,Delayed
UA,11,SFO,102,36.0,2017,4,Normal
UA,11,DCA,29,31.0,2017,4,Normal
UA,11,LAX,58,63.0,2017,4,Delayed
UA,11,SNA,109,56.0,2017,4,Delayed
UA,11,FLL,39,191.0,2017,4,Delayed
UA,11,ATL,6,51.0,2017,4,Normal
UA,11,SFO,102,34.0,2017,4,Normal
UA,11,OKC,80,75.0,2017,4,Delayed
UA,11,SFO,102,21.0,2017,4,Normal
UA,11,ATL,6,70.0,2017,4,Normal
UA,11,BOS,12,335.0,2017,4,Delayed
UA,11,MIA,71,77.0,2017,4,Delayed
UA,11,MCO,68,72.0,2017,4,Delayed
UA,11,TPA,112,93.0,2017,4,Delayed
UA,11,SFO,102,130.0,2017,4,Delayed
UA,11,SEA,101,179.0,2017,4,Delayed
UA,11,LAX,58,74.0,2017,4,Delayed
UA,11,SAN,97,127.0,2017,4,Delayed
UA,11,SAT,98,48.0,2017,4,Delayed
UA,11,MEM,69,57.0,2017,4,Delayed
UA,11,MCO,68,187.0,2017,4,Delayed
UA,11,SAT,98,137.0,2017,4,Delayed
EV,5,STL,110,61.0,2017,4,Delayed
EV,5,MOB,74,302.0,2017,4,Delayed
EV,5,PNS,90,61.0,2017,4,Delayed
EV,5,LCH,60,45.0,2017,4,Delayed
EV,5,CRP,25,46.0,2017,4,Delayed
EV,5,BHM,9,154.0,2017,4,Delayed
EV,5,ELP,37,115.0,2017,4,Delayed
EV,5,BRO,13,56.0,2017,4,Delayed
EV,5,BHM,9,99.0,2017,4,Delayed
EV,5,MFE,70,40.0,2017,4,Delayed
EV,5,SHV,104,364.0,2017,4,Delayed
EV,5,CMH,23,69.0,2017,4,Delayed
EV,5,MOB,74,72.0,2017,4,Delayed
EV,5,ABQ,0,152.0,2017,4,Delayed
UA,11,PHX,88,200.0,2017,4,Delayed
UA,11,EWR,38,322.0,2017,4,Delayed
UA,11,SAN,97,55.0,2017,4,Delayed
UA,11,LAX,58,60.0,2017,4,Delayed
UA,11,BOS,12,435.0,2017,4,Delayed
EV,5,TYS,115,135.0,2017,4,Delayed
EV,5,STL,110,71.0,2017,4,Delayed
EV,5,SHV,104,149.0,2017,4,Delayed
NK,8,LAX,58,30.0,2017,4,Normal
UA,11,LAX,58,37.0,2017,4,Normal
UA,11,PHX,88,85.0,2017,4,Delayed
UA,11,SFO,102,120.0,2017,4,Delayed
UA,11,LGA,63,381.0,2017,4,Delayed
UA,11,MSY,76,98.0,2017,4,Delayed
UA,11,SAT,98,168.0,2017,4,Delayed
UA,11,SEA,101,79.0,2017,4,Delayed
UA,11,ABQ,0,159.0,2017,4,Delayed
UA,11,EWR,38,69.0,2017,4,Delayed
OO,10,BOI,11,39.0,2017,4,Normal
OO,10,CVG,27,133.0,2017,4,Delayed
NK,8,SAN,97,82.0,2017,4,Delayed
NK,8,MCO,68,191.0,2017,4,Delayed
AA,1,DFW,31,20.0,2017,4,Normal
EV,5,BRO,13,62.0,2017,4,Delayed
UA,11,MSY,76,85.0,2017,4,Delayed
UA,11,SMF,108,207.0,2017,4,Delayed
UA,11,LGA,63,222.0,2017,4,Delayed
UA,11,LGA,63,34.0,2017,4,Normal
UA,11,LGA,63,283.0,2017,4,Delayed
UA,11,LGA,63,107.0,2017,4,Delayed
UA,11,EWR,38,76.0,2017,4,Delayed
EV,5,MOB,74,169.0,2017,4,Delayed
EV,5,XNA,117,175.0,2017,4,Delayed
DL,4,ATL,6,53.0,2017,4,Delayed
DL,4,ATL,6,258.0,2017,4,Delayed
DL,4,ATL,6,48.0,2017,4,Delayed
EV,5,BTR,14,25.0,2017,4,Normal
EV,5,TUL,113,50.0,2017,4,Delayed
EV,5,PNS,90,19.0,2017,4,Normal
EV,5,LBB,59,114.0,2017,4,Delayed
NK,8,LAS,57,62.0,2017,4,Delayed
NK,8,ATL,6,64.0,2017,4,Delayed
UA,11,IAD,50,36.0,2017,4,Normal
UA,11,MSY,76,91.0,2017,4,Delayed
UA,11,IAD,50,44.0,2017,4,Delayed
UA,11,SEA,101,18.0,2017,4,Normal
UA,11,LGA,63,62.0,2017,4,Delayed
UA,11,EWR,38,87.0,2017,4,Delayed
UA,11,EWR,38,38.0,2017,4,Normal
UA,11,TPA,112,65.0,2017,4,Delayed
UA,11,MIA,71,42.0,2017,4,Delayed
UA,11,DCA,29,52.0,2017,4,Normal
UA,11,PHL,87,23.0,2017,4,Normal
UA,11,LAX,58,22.0,2017,4,Normal
UA,11,LGA,63,16.0,2017,4,Normal
UA,11,LGA,63,42.0,2017,4,Normal
UA,11,BOS,12,183.0,2017,4,Delayed
UA,11,MCO,68,55.0,2017,4,Delayed
UA,11,LAX,58,36.0,2017,4,Normal
UA,11,TPA,112,55.0,2017,4,Delayed
UA,11,SEA,101,24.0,2017,4,Normal
UA,11,BWI,15,49.0,2017,4,Normal
UA,11,EWR,38,52.0,2017,4,Normal
UA,11,SNA,109,24.0,2017,4,Normal
UA,11,BOS,12,56.0,2017,4,Delayed
UA,11,DCA,29,51.0,2017,4,Normal
UA,11,MCO,68,55.0,2017,4,Delayed
AA,1,CLT,22,21.0,2017,4,Normal
AA,1,CLT,22,130.0,2017,4,Delayed
F9,6,PHL,87,24.0,2017,4,Normal
OO,10,MSP,75,170.0,2017,4,Delayed
OO,10,DTW,34,60.0,2017,4,Normal
OO,10,BOI,11,121.0,2017,4,Delayed
OO,10,OKC,80,167.0,2017,4,Delayed
NK,8,DTW,34,42.0,2017,4,Normal
NK,8,DEN,30,148.0,2017,4,Delayed
AS,2,SEA,101,113.0,2017,4,Delayed
AA,1,CLT,22,166.0,2017,4,Delayed
AA,1,CLT,22,537.0,2017,4,Delayed
EV,5,ECP,35,45.0,2017,4,Normal
EV,5,ICT,51,19.0,2017,4,Normal
DL,4,ATL,6,715.0,2017,4,Delayed
DL,4,ATL,6,822.0,2017,4,Delayed
EV,5,CLE,20,68.0,2017,4,Delayed
EV,5,PNS,90,93.0,2017,4,Delayed
EV,5,CAE,17,21.0,2017,4,Normal
EV,5,BHM,9,63.0,2017,4,Delayed
EV,5,HOB,47,19.0,2017,4,Normal
EV,5,ECP,35,49.0,2017,4,Delayed
OO,10,ORD,83,183.0,2017,4,Delayed
OO,10,ORD,83,67.0,2017,4,Delayed
EV,5,MFE,70,77.0,2017,4,Delayed
EV,5,STL,110,71.0,2017,4,Delayed
EV,5,SHV,104,113.0,2017,4,Delayed
EV,5,MSP,75,182.0,2017,4,Delayed
EV,5,MSP,75,57.0,2017,4,Delayed
NK,8,LAS,57,54.0,2017,4,Delayed
NK,8,ORD,83,89.0,2017,4,Delayed
NK,8,TPA,112,235.0,2017,4,Delayed
NK,8,ATL,6,166.0,2017,4,Delayed
UA,11,IAD,50,241.0,2017,4,Delayed
UA,11,EWR,38,151.0,2017,4,Delayed
UA,11,MSY,76,230.0,2017,4,Delayed
UA,11,IAD,50,225.0,2017,4,Delayed
UA,11,MIA,71,88.0,2017,4,Delayed
UA,11,LGA,63,216.0,2017,4,Delayed
UA,11,EWR,38,80.0,2017,4,Normal
UA,11,ORD,83,149.0,2017,4,Delayed
UA,11,EWR,38,78.0,2017,4,Delayed
UA,11,SFO,102,229.0,2017,4,Delayed
UA,11,LGA,63,237.0,2017,4,Delayed
UA,11,EWR,38,86.0,2017,4,Delayed
UA,11,MSY,76,155.0,2017,4,Delayed
UA,11,EWR,38,115.0,2017,4,Delayed
UA,11,TPA,112,37.0,2017,4,Normal
UA,11,SAN,97,322.0,2017,4,Delayed
UA,11,SAT,98,65.0,2017,4,Delayed
UA,11,DCA,29,55.0,2017,4,Delayed
UA,11,EWR,38,131.0,2017,4,Delayed
UA,11,LGA,63,127.0,2017,4,Delayed
UA,11,DCA,29,232.0,2017,4,Delayed
UA,11,FLL,39,43.0,2017,4,Delayed
UA,11,MCI,67,40.0,2017,4,Delayed
UA,11,BWI,15,244.0,2017,4,Delayed
UA,11,JAX,55,237.0,2017,4,Delayed
UA,11,BOS,12,29.0,2017,4,Normal
UA,11,MIA,71,26.0,2017,4,Normal
UA,11,MCO,68,61.0,2017,4,Delayed
UA,11,SFO,102,74.0,2017,4,Delayed
UA,11,LAS,57,83.0,2017,4,Delayed
UA,11,TPA,112,167.0,2017,4,Delayed
UA,11,LAX,58,34.0,2017,4,Normal
UA,11,LGA,63,237.0,2017,4,Delayed
UA,11,SFO,102,339.0,2017,4,Delayed
UA,11,LAX,58,122.0,2017,4,Delayed
UA,11,SAT,98,95.0,2017,4,Delayed
UA,11,SFO,102,29.0,2017,4,Normal
UA,11,BWI,15,121.0,2017,4,Delayed
UA,11,EWR,38,104.0,2017,4,Delayed
UA,11,BOS,12,56.0,2017,4,Delayed
UA,11,DCA,29,277.0,2017,4,Delayed
UA,11,LGA,63,16.0,2017,4,Normal
UA,11,EWR,38,153.0,2017,4,Delayed
UA,11,SAT,98,93.0,2017,4,Delayed
UA,11,FLL,39,62.0,2017,4,Delayed
AA,1,MIA,71,492.0,2017,4,Delayed
AA,1,CLT,22,145.0,2017,4,Delayed
AA,1,PHX,88,117.0,2017,4,Delayed
AA,1,MIA,71,90.0,2017,4,Delayed
OO,10,ORD,83,183.0,2017,4,Delayed
OO,10,ORD,83,66.0,2017,4,Delayed
OO,10,MSP,75,97.0,2017,4,Delayed
OO,10,SLC,107,75.0,2017,4,Delayed
OO,10,MSP,75,71.0,2017,4,Delayed
OO,10,DTW,34,55.0,2017,4,Delayed
OO,10,DTW,34,41.0,2017,4,Normal
OO,10,BNA,10,27.0,2017,4,Normal
OO,10,HRL,48,47.0,2017,4,Delayed
NK,8,SAN,97,67.0,2017,4,Delayed
NK,8,FLL,39,69.0,2017,4,Delayed
AA,1,DFW,31,44.0,2017,4,Normal
AA,1,CLT,22,77.0,2017,4,Delayed
AA,1,DFW,31,73.0,2017,4,Delayed
EV,5,ICT,51,30.0,2017,4,Normal
EV,5,MKE,72,200.0,2017,4,Delayed
EV,5,PNS,90,41.0,2017,4,Delayed
EV,5,SDF,100,67.0,2017,4,Delayed
EV,5,XNA,117,86.0,2017,4,Delayed
DL,4,ATL,6,631.0,2017,4,Delayed
DL,4,ATL,6,529.0,2017,4,Delayed
DL,4,ATL,6,76.0,2017,4,Delayed
DL,4,ATL,6,199.0,2017,4,Delayed
EV,5,DSM,33,43.0,2017,4,Delayed
EV,5,OMA,81,20.0,2017,4,Normal
EV,5,LIT,64,40.0,2017,4,Normal
EV,5,JAN,54,47.0,2017,4,Delayed
EV,5,TUL,113,141.0,2017,4,Delayed
EV,5,JAN,54,96.0,2017,4,Delayed
EV,5,CLE,20,23.0,2017,4,Normal
EV,5,TYS,115,47.0,2017,4,Normal
EV,5,PNS,90,17.0,2017,4,Normal
EV,5,GPT,40,88.0,2017,4,Delayed
EV,5,CMH,23,43.0,2017,4,Delayed
NK,8,LAS,57,427.0,2017,4,Delayed
UA,11,DEN,30,238.0,2017,4,Delayed
UA,11,ORD,83,189.0,2017,4,Delayed
UA,11,EWR,38,73.0,2017,4,Delayed
UA,11,IAD,50,227.0,2017,4,Delayed
UA,11,SEA,101,90.0,2017,4,Delayed
UA,11,ORD,83,47.0,2017,4,Delayed
UA,11,EWR,38,223.0,2017,4,Delayed
UA,11,EWR,38,25.0,2017,4,Normal
UA,11,ABQ,0,97.0,2017,4,Delayed
UA,11,LAX,58,84.0,2017,4,Delayed
UA,11,MSY,76,110.0,2017,4,Delayed
UA,11,EWR,38,84.0,2017,4,Delayed
UA,11,CLT,22,175.0,2017,4,Delayed
UA,11,LAX,58,23.0,2017,4,Normal
UA,11,LAS,57,325.0,2017,4,Delayed
UA,11,LAX,58,144.0,2017,4,Delayed
UA,11,DFW,31,60.0,2017,4,Delayed
UA,11,SAT,98,70.0,2017,4,Delayed
UA,11,RSW,96,61.0,2017,4,Delayed
UA,11,SFO,102,113.0,2017,4,Delayed
UA,11,SFO,102,77.0,2017,4,Delayed
UA,11,SFO,102,164.0,2017,4,Delayed
AA,1,MIA,71,266.0,2017,4,Delayed
AA,1,CLT,22,112.0,2017,4,Delayed
AA,1,CLT,22,197.0,2017,4,Delayed
AA,1,DFW,31,81.0,2017,4,Delayed
OO,10,MSP,75,224.0,2017,4,Delayed
OO,10,DTW,34,242.0,2017,4,Delayed
OO,10,SLC,107,46.0,2017,4,Delayed
DL,4,ATL,6,66.0,2017,4,Delayed
DL,4,ATL,6,59.0,2017,4,Delayed
DL,4,SLC,107,256.0,2017,4,Delayed
NK,8,SAN,97,114.0,2017,4,Delayed
AS,2,SEA,101,29.0,2017,4,Normal
UA,11,EWR,38,118.0,2017,4,Delayed
EV,5,TUL,113,225.0,2017,4,Delayed
EV,5,ICT,51,73.0,2017,4,Delayed
EV,5,SDF,100,144.0,2017,4,Delayed
EV,5,BHM,9,92.0,2017,4,Delayed
EV,5,CLE,20,103.0,2017,4,Delayed
EV,5,IND,52,23.0,2017,4,Normal
EV,5,LEX,61,155.0,2017,4,Delayed
EV,5,STL,110,263.0,2017,4,Delayed
EV,5,CMH,23,164.0,2017,4,Delayed
EV,5,GSP,43,139.0,2017,4,Delayed
EV,5,SHV,104,55.0,2017,4,Delayed
UA,11,RDU,93,23.0,2017,4,Normal
UA,11,DEN,30,211.0,2017,4,Delayed
UA,11,HNL,46,45.0,2017,4,Normal
EV,5,STL,110,47.0,2017,4,Delayed
